SOURCE,FREQUENCY,GEOLEVEL,GEOID,GEONAME,MARKET,PERIOD,YEAR,QUARTER,MONTH,SUPPRESSED,TOT_LOANS,TOT_UPB,PCT_LOANS,PCT_UPB,TOT_LOANAMT,AVE_PAYMENT,AVE_MTMLTV,PCT_MTMLTV_LE60,PCT_MTMLTV_61_70,PCT_MTMLTV_71_80,PCT_MTMLTV_81_90,PCT_MTMLTV_91_100,PCT_MTMLTV_GT100,AVE_INTRATE,PCT_INTRATE_LT_3,PCT_INTRATE_3_4,PCT_INTRATE_4_5,PCT_INTRATE_5_6,PCT_INTRATE_GE_6,PCT_TERM_ARM_1_4,PCT_TERM_ARM_5PL,PCT_TERM_FRM_15,PCT_TERM_FRM_30,AVE_VANTAGESCR,PCT_VS_VERYPOOR,PCT_VS_POOR,PCT_VS_FAIR,PCT_VS_GOOD,PCT_VS_EXCELLENT,AVE_AGE_LOAN,PCT_TENURE_1_4,PCT_TENURE_5_7,PCT_TENURE_8_10,PCT_TENURE_11PL,PCT_GOVERNMENT,PCT_ENTERPRISE,PCT_OTHER
NMDB,Quarterly,National,USA,United States,All Mortgages,2015Q3,2015,3,9,0,,8515.4,,100,,,68.6,33.9,17,18.9,14,10.2,5.9,4.6,4.2,31.1,34.7,13.6,16.4,4.4,8.7,12.9,74,726,1.3,7.3,11.8,47.7,31.9,52,61.8,15.4,13.1,9.7,19.1,53.4,27.4
NMDB,Quarterly,National,USA,United States,All Mortgages,2015Q4,2015,4,12,0,,8441.2,,100,,,68,34.7,17.3,18.8,13.9,9.9,5.4,4.6,4.3,32.1,35.5,12.9,15.3,4.4,8.2,12.8,74.6,726,1.2,7.1,11.9,48.3,31.4,52,62.1,16.5,11.3,10.1,19.4,53.6,26.9
NMDB,Quarterly,National,USA,United States,All Mortgages,2016Q1,2016,1,3,0,,8378.2,,100,,,67.3,35.7,17.6,18.7,13.8,9.5,4.7,4.5,4.3,33.3,35.8,12.2,14.4,4.4,7.7,12.7,75.2,729,1.1,6.7,11.4,47.6,33.1,51,62.1,17.2,10.4,10.2,19.8,53.6,26.6
NMDB,Quarterly,National,USA,United States,All Mortgages,2016Q2,2016,2,6,0,,8434.4,,100,,,66.6,36.6,17.7,18.6,13.7,9.2,4.1,4.5,4.5,35.3,35.1,11.6,13.6,4.3,7.4,12.6,75.7,729,1.1,6.5,11.3,48.4,32.7,51,61.7,17.8,9.9,10.5,20,53.5,26.5
NMDB,Quarterly,National,USA,United States,All Mortgages,2016Q3,2016,3,9,0,,8507.4,,100,,,66.1,37.4,17.8,18.7,13.6,8.9,3.6,4.4,4.9,37.8,33.6,10.9,12.8,4.2,7.1,12.5,76.2,730,1.1,6.4,11.3,48.3,32.9,51,60.7,19.1,9.4,10.8,20.2,53.5,26.3
NMDB,Quarterly,National,USA,United States,All Mortgages,2016Q4,2016,4,12,0,,8546.1,,100,,,65.4,38.3,17.9,18.8,13.3,8.6,3.1,4.4,5.2,39.9,32.5,10.3,12.2,4.1,6.8,12.5,76.5,729,1.1,6.4,11.5,49.1,31.9,50,59.4,20.8,8.7,11.1,20.4,53.4,26.2
NMDB,Quarterly,National,USA,United States,All Mortgages,2017Q1,2017,1,3,0,,8572.5,,100,,,64.8,39.3,18,18.6,13.2,8.2,2.8,4.4,5.1,39.8,33.6,9.9,11.6,4.1,6.6,12.4,76.9,732,1.1,6.2,10.9,47.8,34,51,57.7,23,8,11.4,20.6,53.2,26.2
NMDB,Quarterly,National,USA,United States,All Mortgages,2017Q2,2017,2,6,0,,8662.7,,100,,,64.5,39.9,18,18.6,13,8,2.5,4.3,4.9,39.5,35,9.6,11.1,4.1,6.3,12.1,77.5,732,1,6,10.7,48.5,33.7,50,56.5,24.8,7.2,11.5,20.8,53,26.2
NMDB,Quarterly,National,USA,United States,All Mortgages,2017Q3,2017,3,9,0,,8739.4,,100,,,64,40.6,18,18.7,12.8,7.8,2.2,4.3,4.8,39.5,35.9,9.2,10.5,4.1,6.1,11.8,78,732,1,6,10.7,48.2,34,50,56.1,25.5,6.9,11.5,20.9,52.9,26.2
NMDB,Quarterly,National,USA,United States,All Mortgages,2017Q4,2017,4,12,0,,8791.6,,100,,,63.5,41.4,18,18.7,12.5,7.5,1.9,4.3,4.7,39.6,36.8,8.9,10,4.1,5.7,11.6,78.5,732,1,6,10.9,49.2,32.9,50,57.1,24.4,7.2,11.2,21,52.9,26.1
NMDB,Quarterly,National,USA,United States,All Mortgages,2018Q1,2018,1,3,0,,8825.1,,100,,,62.9,42.5,18.2,18.6,12.2,7,1.6,4.3,4.5,39.1,38.1,8.8,9.5,4.3,5.5,11.3,78.9,735,0.9,5.8,10.3,47.8,35.1,51,58,23.6,7.3,11,21.1,52.8,26.1
NMDB,Quarterly,National,USA,United States,All Mortgages,2018Q2,2018,2,6,0,,8919.7,,100,,,62.5,43.2,18.1,18.5,11.9,6.9,1.4,4.3,4.3,37.8,39.5,9.3,9.1,4.4,5.2,11,79.5,735,0.9,5.6,10.2,48.6,34.7,51,59.1,23.2,7,10.7,21.2,52.7,26.2
NMDB,Quarterly,National,USA,United States,All Mortgages,2018Q3,2018,3,9,0,,8996.2,,100,,,62.1,43.9,18.1,18.3,11.6,6.7,1.3,4.3,4.1,36.5,40.8,9.9,8.7,4.4,5,10.6,80.1,735,0.9,5.6,10.2,48.1,35.1,51,59.7,23,7.1,10.3,21.3,52.5,26.2
NMDB,Quarterly,National,USA,United States,All Mortgages,2018Q4,2018,4,12,0,,9046.9,,100,,,61.7,44.7,18.2,18.1,11.4,6.5,1.1,4.4,3.9,35.4,41,11.3,8.4,4.4,4.8,10.3,80.5,734,1,5.8,10.4,48.7,34.1,52,60,22.6,7.7,9.8,21.4,52.4,26.2
NMDB,Quarterly,National,USA,United States,All Mortgages,2019Q1,2019,1,3,0,,9085.2,,100,,,61.2,45.6,18.3,17.8,11.1,6.3,0.9,4.4,3.7,34.5,42.1,11.6,8.1,4.4,4.6,10,80.9,737,0.9,5.5,10,47.2,36.4,52,59.7,22.4,8.2,9.6,21.5,52.3,26.2
NMDB,Quarterly,National,USA,United States,All Mortgages,2019Q2,2019,2,6,0,,9208.1,,100,,,61.3,45.6,18.2,17.7,11.1,6.5,0.9,4.4,3.6,34,43.4,11.4,7.7,4.4,4.4,9.7,81.4,737,0.9,5.4,9.9,48.1,35.7,52,59.3,22.4,8.7,9.6,21.6,52.2,26.3
NMDB,Quarterly,National,USA,United States,All Mortgages,2019Q3,2019,3,9,0,,9355.5,,100,,,61.5,45.3,18,17.9,11,7,0.9,4.3,3.6,35.7,42.6,10.8,7.3,4.4,4.3,9.5,81.9,737,0.9,5.4,9.9,47.8,35.9,52,59.5,21.4,9.6,9.5,21.6,52.1,26.3
NMDB,Quarterly,National,USA,United States,All Mortgages,2019Q4,2019,4,12,0,,9463.5,,100,,,61.6,45,17.7,18.2,10.9,7.4,0.9,4.3,3.7,38,41.2,10.1,7,4.4,4.1,9.5,82,735,0.9,5.6,10,48.5,35,51,60,19.8,10.8,9.3,21.6,52,26.4
NMDB,Quarterly,National,USA,United States,All Mortgages,2020Q1,2020,1,3,0,,9583.7,,100,,,61.8,44.6,17.6,18.5,10.8,7.7,0.8,4.2,4.1,40.9,39.1,9.3,6.6,4.5,3.9,9.5,82.1,738,0.9,5.4,9.7,47.2,36.9,51,60.6,18.3,12,9.1,21.5,52.3,26.2
NMDB,Quarterly,National,USA,United States,All Mortgages,2020Q2,2020,2,6,0,,9693.9,,100,,,62.2,43.9,17.3,18.8,10.7,8.3,0.9,4.1,6,44.4,34.8,8.5,6.2,4.4,3.8,9.9,82,743,0.6,4.5,9,46.7,39.2,49,61.3,17,12.7,8.9,21.4,53,25.6
NMDB,Quarterly,National,USA,United States,All Mortgages,2020Q3,2020,3,9,0,,9821.8,,100,,,63,43.1,17.1,19.3,10.8,8.9,0.9,4,11,45,30.4,7.8,5.8,4.1,3.6,10.3,82,744,0.5,4.2,9,47.7,38.6,47,62.3,16.5,12.5,8.8,21.1,54.1,24.8
NMDB,Quarterly,National,USA,United States,All Mortgages,2020Q4,2020,4,12,0,,9996.7,,100,,,62.8,42.6,17.1,19.6,11,8.9,0.8,3.9,17.9,43.5,26.2,7,5.4,3.8,3.4,10.7,82.1,742,0.4,4.1,9.1,49.3,37.1,45,64,16.3,11.1,8.6,20.8,55.3,23.9
NMDB,Quarterly,National,USA,United States,All Mortgages,2021Q1,2021,1,3,0,,10169.3,,100,,,62.5,42.9,17.6,19.5,11.4,8,0.6,3.7,25,41.1,22.5,6.3,5.1,3.6,3.2,11.1,82.1,746,0.4,3.4,8.4,48.9,39,42,66.6,15.1,9.9,8.4,20.4,56.3,23.3
NMDB,Quarterly,National,USA,United States,All Mortgages,2021Q2,2021,2,6,0,,10364.1,,100,,,61.9,43.5,18.3,19,11.9,6.8,0.5,3.7,28.2,41.7,19.7,5.8,4.7,3.4,3,11.3,82.3,745,0.3,3.3,8.4,50.9,37.1,41,69.1,14,9.1,7.8,20,56.7,23.3
NMDB,Quarterly,National,USA,United States,All Mortgages,2021Q3,2021,3,9,0,,10585.7,,100,,,61,45.1,19.3,18,11.7,5.5,0.4,3.6,31.4,41.4,17.6,5.3,4.3,3.4,2.8,11.3,82.6,745,0.3,3.3,8.4,50.7,37.3,39,71,13.1,8.4,7.4,19.6,56.9,23.5
NMDB,Quarterly,National,USA,United States,All Mortgages,2021Q4,2021,4,12,0,,10862.7,,100,,,59.8,47.3,19.9,17.4,10.5,4.5,0.3,3.5,33.3,42,15.9,4.8,4,3.4,2.6,11.2,82.9,743,0.3,3.5,8.6,52.1,35.5,38,72.8,12.4,7.7,7.2,19.2,57.1,23.7
NMDB,Quarterly,National,USA,United States,All Mortgages,2022Q1,2022,1,3,0,,11044.6,,100,,,58.2,50.8,20,16.8,8.9,3.4,0.2,3.5,33.3,42.8,15.6,4.6,3.7,3.5,2.4,11,83.1,746,0.3,3.3,8,50.9,37.5,38,74.1,11.6,7.2,7,19,57.1,24
NMDB,Quarterly,National,USA,United States,All Mortgages,2022Q2,2022,2,6,0,,11263.3,,100,,,56.8,54.5,19.5,15.4,7.3,3.1,0.2,3.5,31.9,41.9,16.5,5.9,3.7,3.9,2.3,10.5,83.3,745,0.4,3.5,8.2,51.2,36.7,38,75.3,10.7,7,7,18.8,56.6,24.6
NMDB,Quarterly,National,USA,United States,All Mortgages,2022Q3,2022,3,9,0,,11418.7,,100,,,55.5,57.8,18.9,13.8,6.3,3,0.2,3.6,30.8,40.5,16.9,7.6,4.2,4.1,2.2,10.1,83.6,744,0.5,3.8,8.4,50.2,37.1,39,75.9,10.2,6.6,7.3,18.9,56.2,24.9
NMDB,Quarterly,National,USA,United States,All Mortgages,2022Q4,2022,4,12,0,,11504.5,,100,,,54.4,60.6,18.3,12.5,5.7,2.8,0.2,3.7,30,39.4,16.7,8.2,5.7,4.4,2.1,9.7,83.8,742,0.6,4.4,8.7,50,36.3,41,76.3,9.8,6.2,7.8,19.1,55.8,25.1
NMDB,Quarterly,National,USA,United States,All Mortgages,2023Q1,2023,1,3,0,,11561,,100,,,53.7,62.5,17.7,11.4,5.4,2.8,0.2,3.7,29.3,38.5,16.5,8.8,7,4.6,2.1,9.4,84,745,0.6,4.3,8.3,47.9,38.9,43,76.7,9.4,5.7,8.3,19.2,55.6,25.2
NMDB,Quarterly,National,USA,United States,All Mortgages,2023Q2,2023,2,6,0,,11678,,100,,,53.6,63.2,16.9,10.9,5.4,3.3,0.2,3.8,28.4,37.2,16.2,9.3,8.9,4.7,2,9.1,84.3,744,0.7,4.5,8.4,47.7,38.7,44,76.8,9.1,5.5,8.6,19.4,55.2,25.3
NMDB,Quarterly,National,USA,United States,All Mortgages,2023Q3,2023,3,9,0,,11773.5,,100,,,53.6,63.6,16.2,10.6,5.5,3.8,0.3,3.9,27.5,36.1,16,9.4,11,4.8,2,8.7,84.5,743,0.8,4.9,8.5,46.3,39.5,45,76.3,9.1,5.7,8.8,19.7,55,25.4
NMDB,Quarterly,National,USA,United States,All Mortgages,2023Q4,2023,4,12,0,,11822.8,,100,,,53.5,64,15.7,10.3,5.5,4.2,0.3,4,26.9,35.2,15.7,9.3,12.8,4.9,2.1,8.4,84.6,741,0.9,5.3,8.6,46.3,38.9,47,75.2,9.6,6.4,8.7,19.9,54.7,25.4
NMDB,Quarterly,National,USA,United States,All Mortgages,2024Q1,2024,1,3,0,,11865.8,,100,,,53.4,64.6,15.1,10,5.6,4.4,0.3,4,26.3,34.4,15.7,9.4,14.2,5,2.1,8.1,84.8,744,0.9,5.2,8.2,44.7,40.9,49,74.3,10.4,6.7,8.6,20.1,54.5,25.4
NMDB,Quarterly,National,USA,United States,All Mortgages,2024Q2,2024,2,6,0,,11974.7,,100,,,53.5,64.9,14.4,9.9,5.8,4.7,0.3,4.1,25.5,33.3,15.8,9.3,16.1,5.1,2.2,7.8,84.8,743,1,5.3,8.2,44.7,40.8,50,72,12.8,6.7,8.5,20.3,54.3,25.4
NMDB,Quarterly,National,USA,United States,All Mortgages,2024Q3,2024,3,9,0,,12072.5,,100,,,53.3,65.1,13.8,9.8,6.1,4.9,0.3,4.2,24.7,32.3,15.8,9.5,17.8,5.1,2.3,7.5,85.1,744,1,5.5,8.2,43.6,41.6,51,68.2,16.4,6.9,8.4,20.5,54.1,25.4
NMDB,Quarterly,National,USA,United States,All Mortgages,2024Q4,2024,4,12,0,,12147.8,,100,,,53.2,65.3,13.2,9.7,6.4,5,0.3,4.2,24,31.3,15.5,9.9,19.2,5,2.4,7.2,85.4,742,1.1,5.7,8.3,44.5,40.4,52,63.3,21.2,7.1,8.4,20.8,53.8,25.5
NMDB,Quarterly,National,USA,United States,All Mortgages,2025Q1,2025,1,3,0,,12185.5,,100,,,53.2,65.8,12.7,9.7,6.7,4.9,0.3,4.3,23.5,30.6,15.1,9.9,20.9,4.8,2.5,7,85.7,743,1.2,5.8,8.1,42.3,42.5,54,58.1,26.4,7.1,8.4,21,53.5,25.5
NMDB,Quarterly,National,USA,United States,All Mortgages,2025Q2,2025,2,6,0,,12121.9,,100,,,52.6,66.5,12.3,9.5,6.9,4.5,0.3,4.3,23.1,30.1,14.8,9.9,22.1,4.7,2.7,6.8,85.8,743,1.3,5.9,8.1,42.6,42.1,56,52.5,31.9,6.9,8.6,21.1,53.1,25.8
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2013Q1,2013,1,3,0,,4552,,100,,,73.4,28.4,14.5,23,13,9.1,12,4.7,3.6,25.4,32.8,20.8,17.4,2.7,3.8,17.7,75.8,738,1,5.8,9.2,46.3,37.8,41,68,15.5,13.2,3.3,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2013Q2,2013,2,6,0,,4570.6,,100,,,72.5,29,15.3,23.3,12.6,8.8,10.9,4.6,4.4,29,32,18.8,15.8,2.6,3.6,18,75.7,738,0.9,5.4,9.2,47.5,37,40,68.5,15.5,11.7,4.2,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2013Q3,2013,3,9,0,,4549.5,,100,,,71.3,30,16.4,23,12.4,8.4,9.8,4.6,4.5,29.8,33.5,17.7,14.5,2.6,3.4,18.2,75.8,738,0.8,5.3,9.3,47.6,37,40,68.9,15.6,10,5.6,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2013Q4,2013,4,12,0,,4539,,100,,,70,31.4,17.6,22.2,12.2,7.9,8.7,4.6,4.4,29.9,35,17.1,13.6,2.6,3.3,18.1,76.1,738,0.8,5.1,9.3,48.2,36.5,41,69.2,15.2,9.7,5.9,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2014Q1,2014,1,3,0,,4516.7,,100,,,68.5,33.3,18.9,21.1,11.9,7.2,7.6,4.5,4.3,30,36.1,16.7,12.9,2.6,3.2,17.9,76.3,741,0.7,4.9,9,46.7,38.7,42,69,15.1,9.8,6.1,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2014Q2,2014,2,6,0,,4524.8,,100,,,67.2,35.3,19.5,20.4,11.7,6.6,6.5,4.5,4.2,29.9,37.6,16.1,12.2,2.6,3.1,17.7,76.6,742,0.7,4.6,8.9,47.5,38.3,43,69.3,14.5,9.7,6.5,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2014Q3,2014,3,9,0,,4529.3,,100,,,66,37.2,19.6,20.1,11.3,6.2,5.6,4.5,4,29.7,39.3,15.4,11.6,2.6,3,17.5,76.9,742,0.7,4.5,8.9,47.1,38.8,44,68.9,14.7,9.7,6.6,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2014Q4,2014,4,12,0,,4534.1,,100,,,65,39.1,19.6,19.8,11,5.7,4.8,4.5,3.9,29.8,40.6,14.7,11,2.5,3,17.3,77.2,742,0.6,4.4,9,47.8,38.2,45,67.3,16.4,9.6,6.7,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2015Q1,2015,1,3,0,,4546.9,,100,,,64.2,40.5,19.5,19.7,10.7,5.4,4.2,4.5,4,31.3,40.4,13.9,10.4,2.4,2.9,17.2,77.5,745,0.6,4.1,8.5,45.9,40.8,45,66.7,16.9,9.6,6.8,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2015Q2,2015,2,6,0,,4540.2,,100,,,63.6,41.5,19.3,19.8,10.5,5.2,3.7,4.4,3.9,32.7,40.6,13,9.9,2.3,2.8,17.1,77.7,746,0.6,4,8.3,46.8,40.4,46,67.6,16.2,9.2,7,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2015Q3,2015,3,9,0,,4550.8,,100,,,63.2,42.4,19.2,19.7,10.4,5,3.3,4.4,3.8,32.7,42,12.2,9.3,2.2,2.8,16.9,78.1,746,0.5,3.9,8.3,46.8,40.4,46,67.9,16.5,8.2,7.3,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2015Q4,2015,4,12,0,,4528.2,,100,,,62.6,43.4,19.4,19.4,10.2,4.7,2.9,4.4,3.8,33.1,42.9,11.5,8.7,2.1,2.7,16.8,78.5,745,0.5,3.8,8.4,47.5,39.8,47,67,18.3,7.2,7.4,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2016Q1,2016,1,3,0,,4492.1,,100,,,61.9,44.5,19.6,19.1,10,4.4,2.5,4.3,3.7,34,43.3,10.8,8.2,2,2.6,16.6,78.8,748,0.5,3.5,8,46.4,41.7,47,66.2,19.5,7,7.3,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2016Q2,2016,2,6,0,,4510.6,,100,,,61.4,45.3,19.6,18.9,9.8,4.3,2.2,4.3,3.8,35.8,42.6,10.1,7.7,1.9,2.5,16.5,79.2,748,0.5,3.4,7.8,47.1,41.2,47,64.9,20.6,7.3,7.3,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2016Q3,2016,3,9,0,,4547.4,,100,,,61,45.9,19.6,18.8,9.6,4.2,1.9,4.3,4.2,38.5,40.8,9.4,7.2,1.7,2.4,16.5,79.5,748,0.5,3.3,7.8,47.3,41.1,47,62.8,22.6,7.4,7.2,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2016Q4,2016,4,12,0,,4561.3,,100,,,60.5,46.7,19.5,18.8,9.4,4,1.6,4.2,4.6,40.6,39.3,8.7,6.8,1.5,2.3,16.5,79.6,747,0.5,3.3,7.9,48.2,40,47,60.4,25.3,7.1,7.2,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2017Q1,2017,1,3,0,,4562.2,,100,,,59.9,47.7,19.7,18.3,9.2,3.7,1.4,4.2,4.4,40.3,40.5,8.4,6.4,1.5,2.2,16.4,79.9,750,0.5,3.2,7.5,46.5,42.3,47,57.5,28.3,6.9,7.2,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2017Q2,2017,2,6,0,,4593.8,,100,,,59.5,48.4,19.6,18.1,9,3.6,1.3,4.2,4.2,39.7,42.1,8,6,1.5,2.1,16,80.4,750,0.5,3.1,7.3,47.3,41.9,47,55.3,30.9,6.5,7.3,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2017Q3,2017,3,9,0,,4623.1,,100,,,59.2,49,19.6,18,8.8,3.6,1.1,4.2,4,39.5,43.2,7.6,5.6,1.4,2,15.7,80.9,750,0.4,3.1,7.4,47.1,42,48,54.5,31.7,6.5,7.3,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2017Q4,2017,4,12,0,,4647.4,,100,,,58.8,49.8,19.5,17.8,8.5,3.5,0.9,4.2,3.9,39.5,44.1,7.3,5.3,1.4,1.9,15.4,81.4,749,0.4,3.1,7.5,48.2,40.8,48,55.2,30.3,7.2,7.2,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2018Q1,2018,1,3,0,,4660.1,,100,,,58.2,50.9,19.5,17.4,8.2,3.2,0.8,4.2,3.7,38.8,45.2,7.3,5,1.3,1.8,15,81.9,752,0.4,2.9,7.1,46.6,42.9,49,56.1,29.1,7.6,7.2,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2018Q2,2018,2,6,0,,4696.6,,100,,,57.9,51.6,19.3,17.1,8.1,3.3,0.7,4.2,3.5,37.4,46.5,7.9,4.7,1.2,1.7,14.5,82.6,752,0.4,2.8,7,47.3,42.5,49,57,28.6,7.4,7.1,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2018Q3,2018,3,9,0,,4724.4,,100,,,57.6,52.3,19.1,16.8,7.9,3.4,0.6,4.2,3.3,36,47.5,8.7,4.5,1.2,1.6,14,83.2,752,0.4,2.9,7,47,42.7,50,57.3,28.3,7.6,6.8,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2018Q4,2018,4,12,0,,4737.4,,100,,,57.2,53.1,18.9,16.3,7.8,3.4,0.5,4.2,3.2,34.9,47.6,10,4.3,1.1,1.5,13.6,83.7,751,0.4,2.9,7.2,47.8,41.7,51,57.4,27.5,8.7,6.5,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2019Q1,2019,1,3,0,,4747.8,,100,,,56.8,54,18.8,15.9,7.7,3.2,0.4,4.3,3,34,48.6,10.3,4.1,1.1,1.5,13.2,84.2,753,0.4,2.8,6.8,46,44.1,52,56.9,27.1,9.6,6.4,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2019Q2,2019,2,6,0,,4802.3,,100,,,57,53.9,18.4,15.9,7.9,3.5,0.3,4.3,2.8,33.1,50,10.1,3.9,1,1.4,12.8,84.8,753,0.4,2.7,6.7,47,43.2,52,56.4,26.6,10.4,6.6,0,100,0
NMDB,Quarterly,National,USA,United States,Enterprise Acquisitions,2019Q3,2019,3,9,0,,4878.8,,100,,,57.2,53.4,18,16.3,8.1,3.8,0.3,4.2,2.7,34.9,49.2,9.5,3.7,0.9,1.3,12.6,85.2,753,0.4,2.7,6.7,47,43.2,51,56.7,24.7,11.9,6.7,0,100,0
